0,1,3.9379,13.449
0,2,4.4391,13.343
0,3,4.4391,11.912
0,4,5.1551,11.828
0,5,4.4152,8.7133
0,6,3.4606,8.124
0,7,3.8424,6.314
0,8,7.3507,4.3356
10,1,3.9379,12.935
10,2,4.43,12.825
10,3,4.5135,11.505
10,4,5.2111,11.382
10,5,4.3637,8.3605
10,6,3.4157,8.6108
10,7,3.6897,6.7854
10,8,7.2744,4.5545
20,1,3.9379,12.422
20,2,4.4207,12.307
20,3,4.5882,11.097
20,4,5.2675,10.937
20,5,4.3121,8.008
20,6,3.3711,9.0974
20,7,3.5369,7.2568
20,8,7.198,4.7733
20,9,3.6682,15.242
30,1,3.9577,11.919
30,2,4.4336,11.814
30,3,4.6627,10.689
30,4,5.3235,10.491
30,5,4.2603,7.6552
30,6,3.3262,9.5842
30,7,3.4174,7.7468
30,8,7.1712,4.9554
30,9,3.5331,14.666
40,1,3.9976,11.428
40,2,4.4799,11.36
40,3,4.7095,10.28
40,4,5.346,10.071
40,5,4.1863,7.3006
40,6,3.3252,9.9901
40,7,3.3312,8.2555
40,8,7.1939,5.1008
40,9,3.3983,14.089
50,1,4.0374,10.937
50,2,4.5262,10.905
50,3,4.7493,9.8708
50,4,5.346,9.6679
50,5,4.0601,6.9416
50,6,3.3353,10.376
50,7,3.2451,8.7642
50,8,7.2166,5.2461
50,9,3.3097,13.545
60,1,3.9918,10.467
60,2,4.5264,10.438
60,3,4.7892,9.4617
60,4,5.346,9.2649
60,5,3.9336,6.5825
60,6,3.3995,10.729
60,7,3.1589,9.2727
60,8,7.2393,5.3915
60,9,3.2906,13.048
70,1,3.8608,10.019
70,2,4.4193,9.9449
70,3,4.8298,9.0508
70,4,5.346,8.8618
70,5,3.8073,6.2237
70,6,3.5455,11.033
70,7,3.0429,9.7782
70,8,7.2593,5.5422
70,9,3.2715,12.551
80,1,3.73,9.5713
80,2,4.3123,9.4514
80,3,4.8746,8.6343
80,4,5.346,8.4588
80,5,3.7303,5.8391
80,6,3.7947,11.379
80,7,2.9236,10.283
80,8,7.2724,5.7059
80,9,3.3143,12.099
90,1,3.5949,9.0936
90,2,4.188,8.9462
90,3,4.9193,8.2178
90,4,5.3963,8.0318
90,5,3.6587,5.4519
90,6,4.1128,11.753
90,7,2.8601,10.834
90,8,7.2858,5.8697
90,9,3.3641,11.652
100,1,3.4534,8.5714
100,2,4.0379,8.4241
100,3,4.9641,7.8013
100,4,5.4522,7.6018
100,5,3.5871,5.0646
100,6,4.4312,12.127
100,7,2.8028,11.39
100,8,7.2989,6.0334
100,9,3.3315,11.222
110,1,3.3121,8.049
110,2,3.8875,7.9017
110,3,5.0088,7.3846
110,4,5.508,7.172
110,5,3.5155,4.6774
110,6,4.7792,12.449
110,7,2.7685,11.919
110,8,7.3328,6.1351
110,9,3.2167,10.809
120,1,3.2362,7.5193
120,2,3.8071,7.3835
120,3,5.0379,6.9721
120,4,5.5639,6.742
120,5,3.4439,4.2901
120,6,5.1305,12.765
120,7,2.7685,12.41
120,8,7.3755,6.2102
120,9,3.1016,10.396
120,10,6.9829,0.34474
130,1,3.1885,6.986
130,2,3.7563,6.8668
130,3,5.0431,6.565
130,4,5.6164,6.3209
130,5,3.3885,3.9189
130,6,5.4818,13.08
130,7,2.7685,12.902
130,8,7.418,6.2853
130,9,3.0176,9.875
130,10,6.8841,0.63497
140,1,3.1408,6.4529
140,2,3.7057,6.3504
140,3,5.0484,6.1582
140,4,5.6562,5.9351
140,5,3.3348,3.5495
140,6,5.8751,13.333
140,7,2.8393,13.419
140,8,7.4684,6.2794
140,9,2.9412,9.3278
140,10,6.7853,0.92542
150,1,3.1097,5.9099
150,2,3.6754,5.8421
150,3,5.0539,5.7514
150,4,5.6961,5.5493
150,5,3.2813,3.1801
150,6,6.3655,13.438
150,7,3.0164,13.976
150,8,7.5195,6.2643
150,9,2.9011,8.8107
150,10,6.6894,1.2554
160,1,3.0859,5.3627
160,2,3.6754,5.3464
160,3,5.0591,5.3443
160,4,5.7357,5.1633
160,5,3.2276,2.8108
160,6,6.8319,13.542
160,7,3.1935,14.532
160,8,7.5636,6.227
160,9,2.946,8.3635
160,10,6.6051,1.7443
170,1,3.062,4.8154
170,2,3.6754,4.8508
170,3,5.0739,4.9628
170,4,5.7756,4.7776
170,5,3.1742,2.4414
170,6,7.2739,13.643
170,7,3.3706,15.089
170,8,7.5452,5.9896
170,9,2.9906,7.9162
170,10,6.5211,2.2335
180,1,2.9852,4.3034
180,2,3.6548,4.3461
180,3,5.0899,4.5839
180,4,5.8209,4.4029
180,5,3.1742,2.1009
180,6,7.7159,13.744
180,8,7.5269,5.7522
180,9,3.0284,7.466
180,10,6.4369,2.7224
190,1,2.8859,3.8065
190,2,3.5868,3.8199
190,3,5.1056,4.2051
190,4,5.8746,4.0451
190,5,3.1742,1.7605
190,6,8.1395,13.755
190,8,7.5087,5.5148
190,9,3.0009,6.991
190,10,6.3734,3.2071
200,1,2.7864,3.3096
200,2,3.5186,3.2938
200,3,5.1216,3.8263
200,4,5.9283,3.6873
200,5,3.1742,1.42
200,6,8.5588,13.744
200,8,7.5006,5.2863
200,9,2.9737,6.516
200,10,6.3154,3.6905
200,11,7.303,0.47355
210,1,2.6904,2.8164
210,2,3.4613,2.7931
210,3,5.1636,3.4441
210,4,5.982,3.3296
210,5,3.1742,1.0795
210,6,8.9781,13.733
210,8,7.5338,5.0933
210,9,2.9465,6.041
210,10,6.2574,4.1739
210,11,7.0643,0.99971
220,1,2.6265,2.3581
220,2,3.4152,2.3179
220,3,5.245,3.0566
220,4,6.0381,2.9962
220,5,3.1742,0.73915
220,6,9.3946,13.721
220,8,7.5669,4.9003
220,9,2.9587,5.571
220,10,6.1973,4.6565
220,11,6.8829,1.5625
230,1,2.5625,1.8994
230,2,3.3689,1.8426
230,3,5.3264,2.6691
230,4,6.0978,2.6996
230,5,3.1742,0.39862
230,6,9.7851,13.707
230,8,7.5999,4.7075
230,9,2.9973,5.1046
230,10,6.1176,5.1301
230,11,6.8352,2.2107
240,1,2.4988,1.4408
240,2,3.3083,1.3716
240,3,5.4078,2.2817
240,4,6.1574,2.4031
240,5,3.1742,0.058088
240,6,10.175,13.692
240,8,7.5977,4.5094
240,9,3.0362,4.6382
240,10,6.0381,5.6036
240,11,6.7875,2.859
250,1,2.4348,0.98245
250,2,3.226,0.9071
250,3,5.4892,1.8942
250,4,6.2171,2.1065
250,6,10.566,13.678
250,8,7.5717,4.3082
250,9,3.0749,4.1718
250,10,5.9586,6.0772
250,11,6.6312,3.539
260,1,2.3708,0.52385
260,2,3.1436,0.44261
260,3,5.6665,1.5513
260,4,6.2768,1.81
260,6,10.957,13.663
260,8,7.5457,4.1068
260,9,3.0988,3.7198
260,10,5.9121,6.5419
260,11,6.4474,4.2272
270,1,2.3069,0.065455
270,2,3.0615,-0.021678
270,3,5.8438,1.2087
270,4,6.4164,1.5739
270,8,7.5199,3.9056
270,9,3.121,3.2696
270,10,5.899,6.998
270,11,6.2548,4.9152
280,3,6.0211,0.86585
280,4,6.5562,1.3377
280,8,7.4939,3.7042
280,9,3.1431,2.8192
280,10,5.8856,7.454
280,11,6.0252,5.6032
290,3,6.1992,0.55247
290,4,6.6958,1.1016
290,8,7.488,3.5253
290,9,3.1653,2.369
290,10,5.8725,7.9099
290,11,5.7959,6.2912
300,3,6.3782,0.26834
300,4,6.8355,0.86543
300,8,7.482,3.3464
300,9,3.1875,2.031
300,10,5.8369,8.4032
300,11,5.556,6.979
310,3,6.5572,-0.015785
310,4,7.0133,0.58025
310,8,7.476,3.1675
310,9,3.21,1.7679
310,10,5.799,8.9008
310,11,5.3095,7.6666
320,4,7.1951,0.2896
320,8,7.4701,2.9886
320,9,3.2324,1.5048
320,10,5.761,9.3983
320,11,5.0627,8.354
330,8,7.4192,2.9528
330,9,3.2484,1.3409
330,10,5.7231,9.8956
330,11,4.9295,9.0692
330,12,3.799,15.037
330,13,3.2448,14.895
340,8,7.3684,2.917
340,9,3.2548,1.3257
340,10,5.7207,10.382
340,11,4.8715,9.8026
340,12,3.8424,14.501
340,13,3.2534,14.324
350,8,7.3178,2.8811
350,9,3.2613,1.3106
350,10,5.7538,10.857
350,11,4.8138,10.536
350,12,3.8859,13.965
350,13,3.262,13.752
360,8,7.267,2.8453
360,9,3.2677,1.2954
360,10,5.7873,11.331
360,11,4.7462,11.263
360,12,3.9293,13.43
360,13,3.2713,13.183
370,8,7.2273,2.7931
370,9,3.2742,1.2803
370,10,5.8204,11.806
370,11,4.6567,11.973
370,12,3.9708,12.87
370,13,3.2885,12.635
380,8,7.2137,2.703
380,9,3.2806,1.2651
380,10,5.8448,12.292
380,11,4.5672,12.683
380,12,4.0119,12.304
380,13,3.3054,12.086
390,8,7.2001,2.6127
390,9,3.2871,1.25
390,10,5.8331,12.82
390,11,4.4804,13.392
390,12,4.0532,11.737
390,13,3.3603,11.54
400,8,7.1863,2.5226
400,9,3.2935,1.2348
400,10,5.8216,13.349
400,11,4.4162,14.088
400,12,4.1575,11.207
400,13,3.5035,11.0
410,8,7.1376,2.4058
410,9,3.2999,1.2196
410,10,5.8099,13.878
410,11,4.352,14.784
410,12,4.2689,10.681
410,13,3.6467,10.459
420,8,7.0801,2.2825
420,9,3.3064,1.2045
420,10,5.8219,14.392
420,11,4.2875,15.481
420,12,4.3801,10.155
420,13,3.778,9.9209
430,8,7.0223,2.1592
430,9,3.3128,1.1891
430,10,6.0474,14.778
430,12,4.4689,9.6603
430,13,3.8811,9.3861
440,8,7.023,2.0836
440,9,3.3193,1.174
440,10,6.2727,15.164
440,12,4.5551,9.1693
440,13,3.9844,8.8515
450,8,7.0304,2.0135
450,9,3.3257,1.1588
450,12,4.6412,8.6781
450,13,4.0875,8.3167
460,8,7.0376,1.9432
460,9,3.3322,1.1437
460,12,4.7283,8.186
460,13,4.1839,7.8276
460,14,3.2479,14.69
460,15,4.0095,15.069
470,8,7.0257,1.8504
470,9,3.3386,1.1285
470,12,4.8178,7.6914
470,13,4.2756,7.369
470,14,3.3131,14.059
470,15,4.0477,14.455
480,8,7.0013,1.7424
480,9,3.3451,1.1134
480,12,4.9073,7.1969
480,13,4.3675,6.9102
480,14,3.3782,13.428
480,15,4.0859,13.84
490,8,6.9767,1.6347
490,9,3.3515,1.0982
490,12,4.9968,6.7023
490,13,4.4594,6.4516
